ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC413400,GO:0016787,double-strand break repair protein MRE11,hydrolase activity,molecular_function
LOC413400,GO:0030145,double-strand break repair protein MRE11,manganese ion binding,molecular_function
LOC413400,GO:0004519,double-strand break repair protein MRE11,endonuclease activity,molecular_function
LOC413400,GO:0008408,double-strand break repair protein MRE11,3'-5' exonuclease activity,molecular_function
LOC413400,GO:0006302,double-strand break repair protein MRE11,double-strand break repair,biological_process
LOC413400,GO:0030870,double-strand break repair protein MRE11,Mre11 complex,cellular_component
LOC413400,GO:0006281,double-strand break repair protein MRE11,DNA repair,biological_process
LOC413400,GO:0006974,double-strand break repair protein MRE11,cellular response to DNA damage stimulus,biological_process
LOC413400,GO:0051321,double-strand break repair protein MRE11,meiotic cell cycle,biological_process
LOC413400,GO:0004518,double-strand break repair protein MRE11,nuclease activity,molecular_function
LOC413400,GO:0004527,double-strand break repair protein MRE11,exonuclease activity,molecular_function
LOC413400,GO:0090305,double-strand break repair protein MRE11,nucleic acid phosphodiester bond hydrolysis,biological_process
LOC412473,GO:0003735,"39S ribosomal protein L28, mitochondrial",structural constituent of ribosome,molecular_function
LOC100577145,GO:0016491,"sulfide:quinone oxidoreductase, mitochondrial",oxidoreductase activity,molecular_function
LOC100577145,GO:0055114,"sulfide:quinone oxidoreductase, mitochondrial",oxidation-reduction process,biological_process
LOC408276,GO:0005524,ATP-dependent RNA helicase bel,ATP binding,molecular_function
LOC408276,GO:0003676,ATP-dependent RNA helicase bel,nucleic acid binding,molecular_function
LOC408276,GO:0004386,ATP-dependent RNA helicase bel,helicase activity,molecular_function
LOC408276,GO:0000166,ATP-dependent RNA helicase bel,nucleotide binding,molecular_function
LOC408276,GO:0016787,ATP-dependent RNA helicase bel,hydrolase activity,molecular_function
LOC408276,GO:0003724,ATP-dependent RNA helicase bel,RNA helicase activity,molecular_function
LOC726086,GO:0000387,gem-associated protein 8,spliceosomal snRNP assembly,biological_process
LOC726086,GO:0032797,gem-associated protein 8,SMN complex,cellular_component
LOC552680,GO:0005634,X-ray repair cross-complementing protein 6,nucleus,cellular_component
LOC552680,GO:0003677,X-ray repair cross-complementing protein 6,DNA binding,molecular_function
LOC552680,GO:0003678,X-ray repair cross-complementing protein 6,DNA helicase activity,molecular_function
LOC552680,GO:0003684,X-ray repair cross-complementing protein 6,damaged DNA binding,molecular_function
LOC552680,GO:0000723,X-ray repair cross-complementing protein 6,telomere maintenance,biological_process
LOC552680,GO:0042162,X-ray repair cross-complementing protein 6,telomeric DNA binding,molecular_function
LOC552680,GO:0043564,X-ray repair cross-complementing protein 6,Ku70:Ku80 complex,cellular_component
LOC552680,GO:0006303,X-ray repair cross-complementing protein 6,double-strand break repair via nonhomologous end joining,biological_process
LOC552680,GO:0000166,X-ray repair cross-complementing protein 6,nucleotide binding,molecular_function
LOC552680,GO:0005524,X-ray repair cross-complementing protein 6,ATP binding,molecular_function
LOC552680,GO:0006281,X-ray repair cross-complementing protein 6,DNA repair,biological_process
LOC552680,GO:0006974,X-ray repair cross-complementing protein 6,cellular response to DNA damage stimulus,biological_process
LOC552680,GO:0004386,X-ray repair cross-complementing protein 6,helicase activity,molecular_function
LOC552680,GO:0032508,X-ray repair cross-complementing protein 6,DNA duplex unwinding,biological_process
LOC552680,GO:0016787,X-ray repair cross-complementing protein 6,hydrolase activity,molecular_function
LOC552680,GO:0006310,X-ray repair cross-complementing protein 6,DNA recombination,biological_process
LOC725125,GO:0005912,coiled-coil domain-containing protein 85C,adherens junction,cellular_component
LOC102656661,GO:0005634,"uncharacterized LOC102656661, transcript variant X3",nucleus,cellular_component
LOC102656661,GO:0046872,"uncharacterized LOC102656661, transcript variant X3",metal ion binding,molecular_function
LOC725725,GO:0005576,peritrophin-1,extracellular region,cellular_component
LOC725725,GO:0008061,peritrophin-1,chitin binding,molecular_function
LOC725419,GO:0005634,"ADP-ribosylation factor-like protein 6-interacting protein 4, transcript variant X3",nucleus,cellular_component
LOC725419,GO:0005730,"ADP-ribosylation factor-like protein 6-interacting protein 4, transcript variant X3",nucleolus,cellular_component
LOC725419,GO:0016607,"ADP-ribosylation factor-like protein 6-interacting protein 4, transcript variant X3",nuclear speck,cellular_component
LOC102656442,GO:0000398,"splicing factor 3B subunit 5, transcript variant X2","mRNA splicing, via spliceosome",biological_process
LOC102656442,GO:0016020,"splicing factor 3B subunit 5, transcript variant X2",membrane,cellular_component
LOC102656442,GO:0016021,"splicing factor 3B subunit 5, transcript variant X2",integral component of membrane,cellular_component
LOC412444,GO:0004252,"chymotrypsin-like elastase family member 2A, transcript variant X2",serine-type endopeptidase activity,molecular_function
LOC412444,GO:0006508,"chymotrypsin-like elastase family member 2A, transcript variant X2",proteolysis,biological_process
LOC412444,GO:0016787,"chymotrypsin-like elastase family member 2A, transcript variant X2",hydrolase activity,molecular_function
LOC412444,GO:0008233,"chymotrypsin-like elastase family member 2A, transcript variant X2",peptidase activity,molecular_function
LOC412444,GO:0008236,"chymotrypsin-like elastase family member 2A, transcript variant X2",serine-type peptidase activity,molecular_function
LOC412100,GO:0003676,ribonuclease H1,nucleic acid binding,molecular_function
LOC412100,GO:0000287,ribonuclease H1,magnesium ion binding,molecular_function
LOC412100,GO:0004523,ribonuclease H1,RNA-DNA hybrid ribonuclease activity,molecular_function
LOC412100,GO:0046872,ribonuclease H1,metal ion binding,molecular_function
LOC412100,GO:0016787,ribonuclease H1,hydrolase activity,molecular_function
LOC412100,GO:0004518,ribonuclease H1,nuclease activity,molecular_function
LOC412100,GO:0004519,ribonuclease H1,endonuclease activity,molecular_function
LOC412100,GO:0090502,ribonuclease H1,"RNA phosphodiester bond hydrolysis, endonucleolytic",biological_process
LOC410319,GO:0005634,"HEAT repeat-containing protein 1, transcript variant X1",nucleus,cellular_component
LOC410319,GO:0006364,"HEAT repeat-containing protein 1, transcript variant X1",rRNA processing,biological_process
LOC410319,GO:0042254,"HEAT repeat-containing protein 1, transcript variant X1",ribosome biogenesis,biological_process
LOC410319,GO:0005730,"HEAT repeat-containing protein 1, transcript variant X1",nucleolus,cellular_component
LOC113219228,GO:0005515,IQ motif-containing protein H-like,protein binding,molecular_function
LOC113219228,GO:0016020,IQ motif-containing protein H-like,membrane,cellular_component
LOC113219228,GO:0016021,IQ motif-containing protein H-like,integral component of membrane,cellular_component
LOC113219228,GO:0055085,IQ motif-containing protein H-like,transmembrane transport,biological_process
LOC551519,GO:0006355,"uncharacterized LOC551519, transcript variant X2","regulation of transcription, DNA-templated",biological_process
LOC551519,GO:0005515,"uncharacterized LOC551519, transcript variant X2",protein binding,molecular_function
LOC552340,GO:0009966,"glypican-4, transcript variant X2",regulation of signal transduction,biological_process
LOC552340,GO:0062023,"glypican-4, transcript variant X2",collagen-containing extracellular matrix,cellular_component
LOC552340,GO:0046658,"glypican-4, transcript variant X2",anchored component of plasma membrane,cellular_component
LOC552340,GO:0016020,"glypican-4, transcript variant X2",membrane,cellular_component
LOC552340,GO:0005886,"glypican-4, transcript variant X2",plasma membrane,cellular_component
LOC552340,GO:0031225,"glypican-4, transcript variant X2",anchored component of membrane,cellular_component
LOC412067,GO:0046872,cysteine and histidine-rich domain-containing protein,metal ion binding,molecular_function
LOC724934,GO:0005634,paired mesoderm homeobox protein 2A,nucleus,cellular_component
LOC724934,GO:0003677,paired mesoderm homeobox protein 2A,DNA binding,molecular_function
LOC724934,GO:0006355,paired mesoderm homeobox protein 2A,"regulation of transcription, DNA-templated",biological_process
LOC724934,GO:0043565,paired mesoderm homeobox protein 2A,sequence-specific DNA binding,molecular_function
LOC724934,GO:0000981,paired mesoderm homeobox protein 2A,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
LOC724934,GO:0006357,paired mesoderm homeobox protein 2A,regulation of transcription by RNA polymerase II,biological_process
LOC410091,GO:0003723,"ras guanine nucleotide exchange factor P, transcript variant X2",RNA binding,molecular_function
LOC410091,GO:0005515,"ras guanine nucleotide exchange factor P, transcript variant X2",protein binding,molecular_function
LOC551225,GO:0000398,puff-specific protein Bx42,"mRNA splicing, via spliceosome",biological_process
LOC551225,GO:0005681,puff-specific protein Bx42,spliceosomal complex,cellular_component
LOC100576882,GO:0016020,uncharacterized LOC100576882,membrane,cellular_component
LOC100576882,GO:0016021,uncharacterized LOC100576882,integral component of membrane,cellular_component
LOC725881,GO:0016021,uncharacterized LOC725881,integral component of membrane,cellular_component
LOC725881,GO:0005743,uncharacterized LOC725881,mitochondrial inner membrane,cellular_component
LOC725881,GO:0008137,uncharacterized LOC725881,NADH dehydrogenase (ubiquinone) activity,molecular_function
LOC725881,GO:0006120,uncharacterized LOC725881,"mitochondrial electron transport, NADH to ubiquinone",biological_process
LOC725881,GO:0016020,uncharacterized LOC725881,membrane,cellular_component
LOC100577441,GO:0016020,uncharacterized LOC100577441,membrane,cellular_component
LOC100577441,GO:0016021,uncharacterized LOC100577441,integral component of membrane,cellular_component
LOC724299,GO:0005515,"peripheral-type benzodiazepine receptor-associated protein 1, transcript variant X1",protein binding,molecular_function
LOC100577594,GO:0016021,"uncharacterized LOC100577594, transcript variant X1",integral component of membrane,cellular_component
LOC100577594,GO:0016020,"uncharacterized LOC100577594, transcript variant X1",membrane,cellular_component
LOC412529,GO:0016791,"tyrosine-protein phosphatase corkscrew, transcript variant X3",phosphatase activity,molecular_function
LOC412529,GO:0004725,"tyrosine-protein phosphatase corkscrew, transcript variant X3",protein tyrosine phosphatase activity,molecular_function
LOC412529,GO:0016311,"tyrosine-protein phosphatase corkscrew, transcript variant X3",dephosphorylation,biological_process
LOC412529,GO:0006470,"tyrosine-protein phosphatase corkscrew, transcript variant X3",protein dephosphorylation,biological_process
LOC412529,GO:0005737,"tyrosine-protein phosphatase corkscrew, transcript variant X3",cytoplasm,cellular_component
LOC412529,GO:0016787,"tyrosine-protein phosphatase corkscrew, transcript variant X3",hydrolase activity,molecular_function
LOC412529,GO:0035335,"tyrosine-protein phosphatase corkscrew, transcript variant X3",peptidyl-tyrosine dephosphorylation,biological_process
LOC412529,GO:0004721,"tyrosine-protein phosphatase corkscrew, transcript variant X3",phosphoprotein phosphatase activity,molecular_function
LOC551510,GO:0005515,"uncharacterized LOC551510, transcript variant X3",protein binding,molecular_function
LOC726746,GO:0016021,"HIG1 domain family member 2A, mitochondrial",integral component of membrane,cellular_component
LOC726746,GO:0016020,"HIG1 domain family member 2A, mitochondrial",membrane,cellular_component
LOC410405,GO:0016021,cytochrome P450 18a1,integral component of membrane,cellular_component
LOC410405,GO:0005506,cytochrome P450 18a1,iron ion binding,molecular_function
LOC410405,GO:0016705,cytochrome P450 18a1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function
LOC410405,GO:0020037,cytochrome P450 18a1,heme binding,molecular_function
LOC410405,GO:0004497,cytochrome P450 18a1,monooxygenase activity,molecular_function
LOC410405,GO:0055114,cytochrome P450 18a1,oxidation-reduction process,biological_process
LOC410405,GO:0016020,cytochrome P450 18a1,membrane,cellular_component
LOC410405,GO:0046872,cytochrome P450 18a1,metal ion binding,molecular_function
LOC410405,GO:0016491,cytochrome P450 18a1,oxidoreductase activity,molecular_function
LOC413200,GO:0005524,"fibroblast growth factor receptor homolog 1, transcript variant X2",ATP binding,molecular_function
LOC413200,GO:0016021,"fibroblast growth factor receptor homolog 1, transcript variant X2",integral component of membrane,cellular_component
