ensembl_gene_id	description
LOC413278	homer protein homolog 2, transcript variant X2
LOC412599	arfaptin-2, transcript variant X2
LOC551476	probable asparagine--tRNA ligase, mitochondrial, transcript variant X2
LOC113218987	uncharacterized LOC113218987
LOC724338	OTU domain-containing protein 5-B
LOC724899	lysozyme
LOC102656071	uncharacterized LOC102656071, transcript variant X2
LOC552450	DNA repair protein RAD51 homolog A
LOC727502	uncharacterized LOC727502
LOC113219181	5S ribosomal RNA
LOC409572	TWiK family of potassium channels protein 9
LOC412516	spindle assembly abnormal protein 6 homolog
LOC727349	RNA-binding protein 1, transcript variant X4
LOC724616	neprilysin-1, transcript variant X1
LOC102656628	uncharacterized LOC102656628
LOC413006	leucine-rich repeat flightless-interacting protein 2, transcript variant X5
LOC102653713	uncharacterized LOC102653713, transcript variant X1
LOC113218922	uncharacterized LOC113218922
LOC725828	uncharacterized LOC725828, transcript variant X2
LOC102655188	zinc finger protein 2 homolog
LOC413795	WD repeat-containing protein 34
LOC412830	cys-loop ligand-gated ion channel, transcript variant X5
GeneID_100577189	cuticular protein 6
LOC408727	SET and MYND domain-containing protein 4-like
LOC102654399	uncharacterized LOC102654399
LOC102656326	stress response protein NST1
LOC100578649	uncharacterized LOC100578649, transcript variant X3
LOC552047	biogenesis of lysosome-related organelles complex 1 subunit 4, transcript variant X1
LOC113218687	5S ribosomal RNA
LOC100577895	uncharacterized LOC100577895
LOC100576666	proton channel OtopLc
LOC726000	28S ribosomal protein S22, mitochondrial
LOC552794	mediator of RNA polymerase II transcription subunit 14, transcript variant X1
LOC413619	RNA polymerase II subunit A C-terminal domain phosphatase SSU72
LOC724921	uncharacterized LOC724921, transcript variant X2
LOC102653904	uncharacterized LOC102653904
LOC102653894	uncharacterized LOC102653894
LOC411673	dystrobrevin beta, transcript variant X5
LOC725305	uncharacterized LOC725305
LOC113219062	uncharacterized LOC113219062
LOC409514	uncharacterized LOC409514
LOC551733	amyloid-beta-like protein, transcript variant X1
LOC411675	UNC93-like protein, transcript variant X1
LOC102656356	zinc finger protein SNAI2
LOC102654281	uncharacterized LOC102654281, transcript variant X3
LOC409177	kinase D-interacting substrate of 220 kDa, transcript variant X7
LOC100577018	uncharacterized LOC100577018, transcript variant X2
LOC726478	inhibin beta C chain
LOC102655983	sodium-independent sulfate anion transporter, transcript variant X1
LOC726240	globin-1, transcript variant X5
LOC724411	rhophilin-2
LOC100576140	uncharacterized LOC100576140
LOC113219286	uncharacterized LOC113219286
LOC102653697	uncharacterized LOC102653697
LOC409698	probable cardiolipin synthase (CMP-forming)
GeneID_724137	neuroligin 5
LOC408458	mediator of RNA polymerase II transcription subunit 24, transcript variant X2
LOC410171	filamin-A, transcript variant X1
LOC551785	6-phosphogluconolactonase
LOC100577798	uncharacterized LOC100577798, transcript variant X6
LOC409898	protein expanded-like
LOC102655843	uncharacterized LOC102655843, transcript variant X1
LOC102655933	uncharacterized LOC102655933
LOC412263	endoplasmic reticulum aminopeptidase 1, transcript variant X3
LOC411604	WD repeat-containing protein 20, transcript variant X3
LOC408291	3-ketoacyl-CoA thiolase, mitochondrial
GeneID_107965303	tRNA-Ala
LOC552678	enolase
LOC551930	GTP-binding protein Di-Ras2, transcript variant X2
LOC726692	histone H3.3, transcript variant X1
LOC100578346	uncharacterized LOC100578346
LOC102655821	uncharacterized LOC102655821, transcript variant X2
LOC552061	rho-associated protein kinase 2, transcript variant X1
LOC726862	DNA repair protein REV1, transcript variant X1
LOC107964225	uncharacterized LOC107964225
LOC102656625	uncharacterized LOC102656625, transcript variant X1
LOC102656705	uncharacterized LOC102656705, transcript variant X1
LOC100576717	restin homolog
LOC100576428	lateral signaling target protein 2 homolog
LOC100578939	single Ig IL-1-related receptor
LOC724686	leucine-rich repeat-containing protein 51
GeneID_100315670	microRNA 79
LOC411617	inactive rhomboid protein 1
LOC113218626	uncharacterized LOC113218626
LOC107965701	uncharacterized LOC107965701
LOC727263	chromobox protein homolog 5
GeneID_406150	metabotropic glutamate receptor B
LOC725450	histone H2A
LOC551595	WD repeat-containing protein CG11141, transcript variant X2
LOC113219159	uncharacterized LOC113219159
LOC411059	angiogenic factor with G patch and FHA domains 1, transcript variant X1
LOC409818	sodium/calcium exchanger 3, transcript variant X2
LOC411731	endoplasmic reticulum metallopeptidase 1, transcript variant X1
LOC726274	yellow-e, transcript variant X1
LOC100578935	IQ domain-containing protein K
GeneID_107965132	tRNA-Arg
LOC107964668	uncharacterized LOC107964668
LOC724286	uncharacterized LOC724286, transcript variant X1
LOC551704	glutamate receptor ionotropic, delta-2, transcript variant X2
LOC551725	importin-7, transcript variant X4
LOC411857	charged multivesicular body protein 4b, transcript variant X2
LOC107964797	uncharacterized LOC107964797
LOC102654597	zinc finger protein 239-like
LOC107965827	uncharacterized LOC107965827
LOC107964568	uncharacterized LOC107964568
LOC552068	protein phosphatase 1L, transcript variant X3
LOC100576557	uncharacterized LOC100576557, transcript variant X3
LOC107964673	uncharacterized LOC107964673, transcript variant X3
GeneID_726445	glycerol-3-phosphate dehydrogenase
LOC408331	histone deacetylase 5, transcript variant X4
LOC726247	protein vestigial, transcript variant X1
LOC100578464	uncharacterized LOC100578464, transcript variant X2
LOC406093	apisimin
LOC410158	adenylyl cyclase-associated protein 1, transcript variant X5
LOC411156	putative elongator complex protein 4, transcript variant X1
GeneID_104797388	microRNA 9895
LOC725770	phosphatidylinositol 3-kinase catalytic subunit type 3, transcript variant X1
LOC102654261	uncharacterized protein C24H6.02c
LOC113218915	U4atac minor spliceosomal RNA
GeneID_727422	beta-1,4-mannosyltransferase egh
LOC102653655	mucin-19, transcript variant X3
LOC409962	loricrin
GeneID_727197	cuticular protein 2
LOC408713	UPF0235 protein C15orf40 homolog
LOC552850	catenin alpha, transcript variant X1
LOC100577017	uncharacterized LOC100577017, transcript variant X7
LOC411144	transcription initiation factor TFIID subunit 11, transcript variant X4
LOC725150	uncharacterized LOC725150
LOC726833	TOM1-like protein 2, transcript variant X3
LOC411414	dynein assembly factor with WDR repeat domains 1, transcript variant X8
LOC726131	mitochondrial import inner membrane translocase subunit Tim10B
LOC408971	ras-related protein Rab-3, transcript variant X1
LOC725797	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
LOC102656603	uncharacterized LOC102656603
LOC409103	protoheme IX farnesyltransferase, mitochondrial
LOC551248	tetraspanin-31-A, transcript variant X2
LOC100578161	apoptotic chromatin condensation inducer in the nucleus, transcript variant X1
GeneID_408423	FoxP protein
LOC100578721	TBC1 domain family member 20, transcript variant X2
LOC102654676	neurofilament heavy polypeptide
LOC100578834	zinc finger protein 616
LOC413377	PHD finger protein rhinoceros, transcript variant X4
LOC725459	transmembrane protein 267, transcript variant X2
LOC725606	serine protease gd, transcript variant X3
LOC100577579	pleckstrin homology domain-containing family J member 1
LOC411102	G-protein coupled receptor 143, transcript variant X2
LOC552156	DNA-directed RNA polymerase II subunit RPB2
LOC102655560	uncharacterized LOC102655560
LOC409362	fasciculation and elongation protein zeta-2, transcript variant X2
LOC551345	WD repeat-containing protein 55 homolog
LOC102656568	uncharacterized LOC102656568
LOC552398	beta-1,3-galactosyltransferase 1-like
LOC552331	protein rogdi
GeneID_100049551	bursicon subunit alpha
LOC102656299	uncharacterized LOC102656299, transcript variant X1
LOC409680	tubby-related protein 4, transcript variant X3
LOC410582	ornithine aminotransferase, mitochondrial
LOC551461	adenylate cyclase type 2, transcript variant X1
LOC551590	upstream stimulatory factor 1
LOC100577932	uncharacterized LOC100577932, transcript variant X3
LOC552629	copper chaperone for superoxide dismutase, transcript variant X1
LOC410207	dihydropyrimidine dehydrogenase [NADP(+)]
LOC102654259	uncharacterized LOC102654259, transcript variant X2
LOC552315	ubiquitin-like-conjugating enzyme ATG3
GeneID_726970	cys-loop ligand-gated ion channel subunit 8916
LOC100577264	uncharacterized LOC100577264
LOC100576080	uncharacterized LOC100576080, transcript variant X4
LOC409802	proteasome subunit alpha type-2
LOC411126	broad-complex core protein isoforms 1/2/3/4/5, transcript variant X7
LOC410383	calcium homeostasis endoplasmic reticulum protein, transcript variant X2
GeneID_100629014	microRNA 3770
LOC409292	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial
GeneID_107964244	tRNA-Val
LOC551492	protein arginine methyltransferase NDUFAF7 homolog, mitochondrial, transcript variant X4
LOC409963	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2
LOC552782	dentin sialophosphoprotein, transcript variant X4
LOC412354	uncharacterized LOC412354, transcript variant X2
LOC411493	protein transport protein SFT2
LOC551807	neurexin-4, transcript variant X6
LOC102655682	uncharacterized LOC102655682, transcript variant X2
LOC100576898	esterase CG5412
LOC727396	eukaryotic translation initiation factor 2-alpha kinase, transcript variant X1
LOC551983	thymidylate synthase
LOC100576382	uncharacterized LOC100576382
LOC552012	SH2B adapter protein 1, transcript variant X2
LOC107964344	uncharacterized LOC107964344
LOC113218632	uncharacterized LOC113218632
LOC410746	glucose dehydrogenase [FAD, quinone], transcript variant X2
GeneID_107965650	tRNA-Lys
LOC409724	ADP-ribosylation factor-binding protein GGA1, transcript variant X1
LOC552161	mediator of RNA polymerase II transcription subunit 9
LOC411845	p21-activated protein kinase-interacting protein 1-like
LOC413460	sorting nexin-13, transcript variant X1
LOC552361	congested-like trachea protein, transcript variant X2
GeneID_104794338	microRNA 6041
LOC552141	beta-1,4-N-acetylgalactosaminyltransferase bre-4
LOC414032	tubulin polyglutamylase TTLL5, transcript variant X3
LOC102655463	uncharacterized LOC102655463
LOC100577972	uncharacterized LOC100577972, transcript variant X2
LOC410553	POU domain, class 4, transcription factor 1
LOC107964835	protein RRP5 homolog
LOC107965339	uncharacterized LOC107965339
LOC102656182	uncharacterized LOC102656182
GeneID_100629004	microRNA 3756
LOC411069	bifunctional arginine demethylase and lysyl-hydroxylase PSR
LOC100577487	uncharacterized LOC100577487
LOC410290	anaphase-promoting complex subunit 5
GeneID_100578506	Rho-associated, coiled-coil containing protein kinase 2
LOC412424	mitochondrial 2-oxoglutarate/malate carrier protein-like
LOC413440	protein kibra, transcript variant X4
LOC102654775	uncharacterized LOC102654775
LOC102654882	uncharacterized LOC102654882, transcript variant X2
LOC100577746	polyadenylate-binding protein-interacting protein 1, transcript variant X2
LOC551551	pre-mRNA-splicing factor Slu7, transcript variant X2
LOC410219	pre-mRNA 3'-end-processing factor FIP1
LOC100577671	odorant receptor 16
GeneID_411057	cytochrome P450 314A1
GeneID_107964694	tRNA-Leu
LOC408666	uncharacterized LOC408666, transcript variant X2
LOC113219182	uncharacterized LOC113219182
LOC725418	replication protein A 32 kDa subunit
LOC102655138	E3 ubiquitin-protein ligase MARCH3-like
LOC726548	regulator of G-protein signaling loco, transcript variant X1
LOC113219029	uncharacterized LOC113219029
LOC408826	dystroglycan, transcript variant X5
LOC724580	uncharacterized LOC724580
LOC552373	dolichyldiphosphatase 1
LOC102656621	uncharacterized LOC102656621, transcript variant X4
LOC411273	probable serine/threonine-protein kinase clkA, transcript variant X1
LOC102654158	keratin, type I cytoskeletal 9-like
LOC410120	thioredoxin, mitochondrial
LOC408590	RING finger and CHY zinc finger domain-containing protein 1, transcript variant X2
LOC551662	beta-1,4-galactosyltransferase 7
LOC413594	abhydrolase domain-containing protein 2
LOC725668	phospholipase B1, membrane-associated-like
LOC411613	buffy, transcript variant X2
LOC412755	WD repeat-containing protein 13
LOC100576615	J domain-containing protein DDB_G0295729, transcript variant X2
LOC724825	glycine-rich RNA-binding protein 7
LOC102653665	uncharacterized LOC102653665
LOC409264	ATPase ASNA1 homolog
LOC102656579	UPF0488 protein CG14286
LOC551272	talin-1, transcript variant X5
LOC113219155	uncharacterized LOC113219155
LOC411344	fasciclin-1, transcript variant X7
LOC412806	vesicle transport protein GOT1B
LOC412823	gamma-tubulin complex component 2, transcript variant X1
GeneID_724694	cuticular protein 22
LOC411194	MAU2 chromatid cohesion factor homolog
LOC100576944	odorant receptor 82a-like
LOC551690	methylosome subunit pICln
LOC552561	inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B, transcript variant X1
LOC409678	ankycorbin, transcript variant X4
LOC107964499	uncharacterized LOC107964499
LOC552695	RCC1 and BTB domain-containing protein 1, transcript variant X1
LOC725482	L-lactate dehydrogenase A-like 6A, transcript variant X3
LOC100578739	RYamide receptor, transcript variant X6
LOC410106	myotubularin-related protein 10-B, transcript variant X1
LOC724636	myoblast determination protein 1 homolog, transcript variant X4
LOC726061	mitochondrial import inner membrane translocase subunit Tim10, transcript variant X3
LOC113219048	uncharacterized LOC113219048
LOC409970	thrombospondin type-1 domain-containing protein 4, transcript variant X6
LOC113218786	splicing regulatory glutamine/lysine-rich protein 1-like
LOC724914	protein hairy
LOC100577678	putative uncharacterized protein DDB_G0286901, transcript variant X1
LOC550749	C-1-tetrahydrofolate synthase, cytoplasmic, transcript variant X2
LOC100577188	uncharacterized LOC100577188
GeneID_100192202	silk fibroin 4
LOC100576410	uncharacterized LOC100576410
LOC410195	COP9 signalosome complex subunit 6, transcript variant X1
LOC551751	gem-associated protein 2
LOC551072	carbonyl reductase [NADPH] 1-like
GeneID_100629098	microRNA 3758
LOC102654246	MAGE-like protein 2
LOC102656664	uncharacterized LOC102656664, transcript variant X3
LOC551085	33 kDa inner dynein arm light chain, axonemal
GeneID_107965138	tRNA-Asn
LOC724499	mitochondrial pyruvate carrier 2-like
LOC102654788	uncharacterized LOC102654788, transcript variant X2
LOC551618	prostatic acid phosphatase
LOC724389	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C, transcript variant X2
LOC411677	mitochondrial pyruvate carrier 1
LOC100576600	zinc finger protein 345, transcript variant X1
LOC552743	trafficking protein particle complex subunit 2-like protein
LOC409718	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2
